Querylength,LongestPathTokenLength,spcharUrl,URLQueries_variable,URL_sensitiveWord,Arguments_LongestWordLength,sub-Directory_LongestWordLength,Path_LongestWordLength,Domain_LongestWordLength,Query_LetterCount,URL_Type_obf_Type
0.002685428862989386,0.012003841229193193,0.1111111111111111,0.125,0.0,0.047619047619047616,0.42105263157894735,0.35000000000000003,0.3333333333333333,0.0016025641025641025,1
0.0,0.008002560819462129,0.1111111111111111,0.0,0.0,0.0,0.2631578947368421,0.2,0.3333333333333333,0.0,1
0.0,0.06001920614596597,0.0,0.0,0.0,0.0,0.42105263157894735,0.35000000000000003,0.6666666666666666,0.0,1
0.0,0.017338881775501278,0.33333333333333337,0.0,0.0,0.0,0.7368421052631577,0.65,0.23809523809523808,0.0,1
0.0,0.07602432778489022,0.1111111111111111,0.0,0.0,0.0,0.3684210526315789,0.30000000000000004,0.2857142857142857,0.0,1
0.008056286588968158,0.010670081092616171,0.5555555555555555,0.125,0.0,0.047619047619047616,0.631578947368421,0.55,0.7142857142857143,0.0016025641025641025,1
0.0,0.0026675202731540424,0.1111111111111111,0.0,0.0,0.0,0.21052631578947367,0.25,0.619047619047619,0.0,1
0.0,0.005335040546308085,0.1111111111111111,0.0,0.0,0.0,0.42105263157894735,0.35000000000000003,0.5714285714285714,0.0,1
0.0187980020409257,0.04934912505334979,0.2222222222222222,0.375,0.0,0.2857142857142857,0.3684210526315789,0.30000000000000004,0.047619047619047616,0.022435897435897436,1
0.01745528760943101,0.04401408450704171,0.0,0.25,0.0,0.5238095238095237,0.5789473684210527,0.5,0.4285714285714285,0.017628205128205128,1
0.0,0.11737089201877789,0.1111111111111111,0.0,0.0,0.0,0.5789473684210527,0.5,0.19047619047619047,0.0,1
0.0,0.07335680751173618,0.0,0.0,0.0,0.0,0.3157894736842105,0.25,0.5238095238095238,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809522,0.0,1
0.07922015145818688,0.10536705078958469,0.1111111111111111,0.375,0.0,0.5238095238095237,0.5263157894736842,0.45,0.14285714285714285,0.0625,1
0.0,0.03867904396073362,0.1111111111111111,0.0,0.0,0.0,0.0,0.15000000000000002,0.8095238095238094,0.0,1
0.0,0.07068928723858213,0.9999999999999999,0.125,0.0,0.047619047619047616,0.5789473684210527,0.5,0.4285714285714285,0.0016025641025641025,1
0.0,0.005335040546308085,0.2222222222222222,0.0,0.0,0.0,0.42105263157894735,0.35000000000000003,0.14285714285714285,0.0,1
0.0,0.0040012804097310645,0.2222222222222222,0.0,0.0,0.0,0.21052631578947367,0.30000000000000004,0.47619047619047616,0.0,1
0.001342714431494693,0.040012804097310645,0.2222222222222222,0.125,0.0,0.047619047619047616,0.3684210526315789,0.35000000000000003,0.23809523809523808,0.0016025641025641025,1
0.03356786078736732,0.07735808792146724,0.0,0.625,0.0,0.5714285714285714,0.42105263157894735,0.35000000000000003,0.47619047619047616,0.028846153846153848,1
0.0,0.005335040546308085,0.1111111111111111,0.0,0.0,0.0,0.2631578947368421,0.2,0.3333333333333333,0.0,1
0.03893871851334609,0.06668800682885107,0.0,0.5,0.0,0.7142857142857142,0.5789473684210527,0.5,0.38095238095238093,0.038461538461538464,1
0.0,0.008002560819462129,0.1111111111111111,0.0,0.0,0.0,0.2631578947368421,0.2,0.3333333333333333,0.0,1
0.03893871851334609,0.08402688860435235,0.0,0.625,0.0,0.5714285714285714,0.47368421052631576,0.4,0.38095238095238093,0.04326923076923077,1
0.0,0.005335040546308085,0.2222222222222222,0.0,0.0,0.0,0.42105263157894735,0.35000000000000003,0.14285714285714285,0.0,1
0.06847843600622934,0.0933632095603915,0.1111111111111111,0.375,0.0,0.8095238095238095,0.6842105263157894,0.6000000000000001,0.6666666666666666,0.04326923076923077,1
0.0,0.010670081092616171,0.33333333333333337,0.0,0.0,0.0,0.42105263157894735,0.55,0.5238095238095238,0.0,1
0.010741715451957543,0.010670081092616171,0.5555555555555555,0.125,0.0,0.047619047619047616,0.5789473684210527,0.5,0.047619047619047616,0.00641025641025641,1
0.0,0.15338241570635747,0.0,0.0,0.0,0.0,0.47368421052631576,0.4,0.047619047619047616,0.0,1
0.008056286588968158,0.0560179257362349,0.1111111111111111,0.125,0.0,0.3333333333333333,0.47368421052631576,0.4,0.19047619047619047,0.011217948717948718,1
0.0,0.053350405463080855,0.2222222222222222,0.0,0.0,0.0,0.42105263157894735,0.75,0.14285714285714285,0.0,1
0.0,0.010670081092616171,0.4444444444444444,0.0,0.0,0.0,0.631578947368421,0.55,0.5714285714285714,0.0,1
0.0,0.022673922321809363,0.2222222222222222,0.0,0.0,0.0,0.47368421052631576,0.5,0.38095238095238093,0.0,1
0.04968043396530364,0.0746905676483132,0.2222222222222222,0.25,0.0,0.047619047619047616,0.5263157894736842,0.45,0.5714285714285714,0.019230769230769232,1
0.0,0.03867904396073362,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,1
0.0,0.017338881775501278,0.2222222222222222,0.0,0.0,0.0,0.42105263157894735,0.5,0.2857142857142857,0.0,1
0.0,0.00933632095603915,0.7777777777777778,0.0,0.0,0.0,0.5789473684210527,0.5,0.619047619047619,0.0,1
0.0,0.008002560819462129,0.1111111111111111,0.0,0.0,0.047619047619047616,0.47368421052631576,0.4,0.047619047619047616,0.0016025641025641025,1
0.0,0.010670081092616171,0.2222222222222222,0.0,0.0,0.0,0.47368421052631576,0.4,0.7619047619047619,0.0,1
0.0,0.017338881775501278,0.1111111111111111,0.0,0.0,0.047619047619047616,0.5789473684210527,0.5,0.4285714285714285,0.0016025641025641025,1
0.0,0.06268672641912,0.1111111111111111,0.0,0.0,0.0,0.5789473684210527,0.5,0.23809523809523808,0.0,1
0.0,0.0026675202731540424,0.0,0.0,0.0,0.0,0.0,0.25,0.47619047619047616,0.0,1
0.0,0.03867904396073362,0.1111111111111111,0.0,0.0,0.0,0.0,0.1,0.8095238095238094,0.0,1
0.001342714431494693,0.010670081092616171,0.1111111111111111,0.125,0.0,0.047619047619047616,0.47368421052631576,0.4,0.047619047619047616,0.0016025641025641025,1
0.0,0.08402688860435235,0.0,0.0,0.0,0.0,0.3684210526315789,0.30000000000000004,0.047619047619047616,0.0,1
0.0,0.040012804097310645,0.0,0.0,0.0,0.0,0.6842105263157894,0.6000000000000001,0.3333333333333333,0.0,1
0.0,0.016005121638924258,0.4444444444444444,0.0,0.0,0.0,0.42105263157894735,0.35000000000000003,0.4285714285714285,0.0,1
0.0,0.008002560819462129,0.1111111111111111,0.0,0.0,0.0,0.2631578947368421,0.2,0.3333333333333333,0.0,1
0.010741715451957543,0.0186726419120783,0.1111111111111111,0.125,0.0,0.047619047619047616,0.47368421052631576,0.4,0.23809523809523808,0.0016025641025641025,1
0.001342714431494693,0.040012804097310645,0.2222222222222222,0.125,0.0,0.047619047619047616,0.3684210526315789,0.35000000000000003,0.23809523809523808,0.0016025641025641025,1
0.0,0.03601152368757958,0.1111111111111111,0.0,0.0,0.0,0.42105263157894735,0.35000000000000003,0.2857142857142857,0.0,1
0.0,0.10136577037985363,0.33333333333333337,0.0,0.0,0.0,0.5263157894736842,0.45,0.14285714285714285,0.0,1
0.014769858746441622,0.026675202731540427,0.0,0.25,0.0,0.38095238095238093,0.42105263157894735,0.35000000000000003,0.2857142857142857,0.01282051282051282,1
0.0,0.010670081092616171,0.33333333333333337,0.0,0.0,0.0,0.3157894736842105,0.25,0.23809523809523808,0.0,1
0.020140716472420394,0.0186726419120783,0.1111111111111111,0.125,1.0,0.047619047619047616,0.3157894736842105,0.25,0.09523809523809523,0.009615384615384614,1
0.0,0.006668800682885107,0.33333333333333337,0.0,0.0,0.0,0.47368421052631576,0.4,0.09523809523809523,0.0,1
0.002685428862989386,0.020006402048655322,0.0,0.125,0.0,0.047619047619047616,0.47368421052631576,0.4,0.0,0.0016025641025641025,1
0.08861915247864974,0.04934912505334979,0.1111111111111111,0.125,0.0,0.047619047619047616,0.47368421052631576,0.4,0.2857142857142857,0.0673076923076923,1
0.0,0.00933632095603915,0.4444444444444444,0.0,0.0,0.0,0.5789473684210527,0.5,0.5714285714285714,0.0,1
0.02282614533540978,0.06402048655569703,0.2222222222222222,0.5,0.0,0.2857142857142857,0.47368421052631576,0.4,0.047619047619047616,0.008012820512820512,1
0.0,0.06535424669227405,0.33333333333333337,0.0,0.0,0.0,0.5263157894736842,0.45,0.0,0.0,1
0.0,0.06402048655569703,0.2222222222222222,0.0,0.0,0.0,0.5263157894736842,0.45,0.3333333333333333,0.0,1
0.010741715451957543,0.010670081092616171,0.2222222222222222,0.125,0.0,0.047619047619047616,0.3684210526315789,0.30000000000000004,0.047619047619047616,0.00641025641025641,1
0.0,0.034677763551002556,0.0,0.0,0.0,0.0,0.3684210526315789,0.4,0.3333333333333333,0.0,1
0.09264729577313381,0.13604353393085616,0.0,0.625,0.0,0.5714285714285714,0.42105263157894735,0.35000000000000003,0.38095238095238093,0.08493589743589743,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1
0.028197003061388552,0.06268672641912,0.0,0.5,0.0,0.5714285714285714,0.42105263157894735,0.35000000000000003,0.5238095238095238,0.028846153846153848,1
0.0,0.08802816901408342,0.33333333333333337,0.0,0.0,0.0,0.47368421052631576,0.4,0.0,0.0,1
0.0,0.0040012804097310645,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.047619047619047616,0.0,1
0.0,0.020006402048655322,0.2222222222222222,0.0,0.0,0.0,1.0,0.9,0.14285714285714285,0.0,1
0.004028143294484079,0.00933632095603915,0.0,0.125,0.0,0.047619047619047616,0.3157894736842105,0.25,0.2857142857142857,0.0016025641025641025,1
0.0,0.0813593683311983,0.2222222222222222,0.0,0.0,0.0,0.5263157894736842,0.45,0.38095238095238093,0.0,1
